respondent id,question label,option label,option id,response score,total option score,response time,question id,responses,skipped,question type,poll,poll id
jr6QJhzQfHuxp2rAk,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 10:46:36 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
KQg5y9y3btDCGKxq3,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 10:58:56 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
B7na8wGrdtesJa6yr,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 11:16:00 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
LMh3MuEfuRrt6nrej,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 11:18:49 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
qvqpavPQonTdujYbX,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 11:29:39 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
R33NmH7uWKQzGHGHw,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 11:31:16 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
TkQCXqsYkA77eJuGq,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 11:42:16 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
rNvmHJMXNjYTN5JN2,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 11:57:30 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
fpHg9D2GRnWXHkhyN,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 11:59:49 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
XH2vjwvnKR9rQkFMs,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:00:44 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
sBWqq4fSYycFnaszr,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:02:15 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
yXKmohqYmyt6oSB7y,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:04:13 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
rKxSWN287skZpF5Ss,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:04:27 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
2E7wS6Ym6xjNNGX5s,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:04:56 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
vB8YdB8xG2JHfNsJb,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:05:05 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
yvz7v8pg4fHjt79fX,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:09:25 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
sLFwdKqPJ3xrfPMt8,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:12:18 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
waHTBeAmzQLfnK83e,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:23:01 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
L4tkAk3TcsKZzAGsT,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:24:22 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
i88TxE9i5cSTfJnNt,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:27:26 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
HP8aLL9XPrpHWTqcr,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:28:37 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
NzEQF38pHs8PhqJAp,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:32:40 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
ZHFL9sDXEeP27zQGY,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:33:07 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
6Gfk793FA99hEpX9q,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:38:11 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
f2JkSEGE6Dh9W5WWW,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:43:56 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
p256KqAhjCJLLunRa,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:46:22 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
rCy2dChRraBgRA5uo,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:48:03 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
zPxioABWwaz8wxRag,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:48:29 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
W46iBT6ozoFeoZiGZ,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:56:15 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
PKx5Qs9juFLvEQsKu,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 12:59:14 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
MDoCJnvh59GwJ5Bhr,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 13:08:28 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
SyQXfm5QHx7REiXBz,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 13:16:09 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
y9RrFdReWCJPo5pDc,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 13:39:40 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
6xkCcnASKPRhjGjA9,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 13:41:29 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
FgpacsBeox6hAJRp7,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 13:45:54 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
Wm3FGb88e9Jh3owwK,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 13:51:16 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
PoiayinbgKCpJ5Kka,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 13:58:30 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
ipEmBkbgbfiJad5sJ,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 14:28:21 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
u2nxWTrW8exSsNvup,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 14:44:45 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
bZ4ARoKe5ckWbkpWv,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 15:00:44 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
zYp4HTWvyfxg6maN9,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 15:01:49 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
H8q9HgP3HbgKyqGNe,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 15:04:50 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
6f5zTw2MJdhdGCZbx,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 15:06:16 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
sLM2seAeCnZRGJybB,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 15:13:09 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
5hcqEmWbATgK56X5n,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 15:34:08 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
xbnXXx4D9aE3BrrMv,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 16:14:17 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
fRfN8p2tBqLeBYiZb,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 16:17:15 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
vsxfDcKHobdLnR7Jy,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 16:41:23 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
YFuezqu53hvw47Msn,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 17:00:24 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
kFpwKZMwGLGBpPiYT,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 17:13:02 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
EM6nbxGCeEabWYrc2,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 17:19:31 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
GDTMx5RTyDYn7w3FC,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 17:20:08 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
arMACTPgJwPWWHSmZ,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 17:29:46 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
LNRkDGmAqbwEPS6rr,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 17:42:23 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
QGJP5KDLYaTDiuHio,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 17:49:41 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
AroKjGkKg5hAtdwDz,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 18:55:22 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
MYDZoiZ3cTEHRa8wQ,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 19:52:27 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
BmgfyLBBcuQMBiHLX,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 20:11:27 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
zKw2rRZT3ZwzR4r8W,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 21:19:01 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
HDPT6PjkWiPopaQ4t,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 21:43:16 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
FECF2LFvNnYxoepra,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 22:30:21 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
WnLc2QeQ4GWJ5mpNg,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 23:51:44 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
42srQ9h6oJuY9cCSX,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Mon Mar 20 2017 23:53:05 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
uYSN44CmF6h3abgmQ,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 00:22:15 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
xYTa8wHRiJBGoCQ2H,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 00:49:50 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
yKg4Y3YkzoxuKxKQF,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 00:52:20 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
wDmszF5icGT86feRH,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 01:22:13 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
5yM8QEXvRjbLR52Te,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 01:25:04 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
LbjvWP9Br9gAAFhE8,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 01:37:49 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
XHmt4vCAPJEJiYpdn,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 01:55:50 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
HzF5L5xTGRYrK8j39,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 02:04:47 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
oXg6zMbzY42nMJ7Nv,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 02:08:17 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
PEJzZJP9matmYR2tF,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 02:38:29 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
svJpnLQfim9q5Mtsq,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 03:17:11 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
d6pLwA7McuTsiWN9F,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 03:29:51 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
J78XNdFcC7u3GzNWz,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 03:44:34 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
v38vnxwK9exGKEFss,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 04:01:50 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
NpGEXFkNK6JGBwwSr,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 04:11:46 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
MNy5AYQMwLJN5DRC9,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 05:11:53 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
4a4Muj97X5DpS5cZM,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 05:20:56 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
3s9tYPsCnmH2oMgHv,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 05:58:50 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
7KmjHHkNApfoqmhvt,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 06:44:32 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
ueoxwZrecLKJYRMeX,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 06:44:42 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
w8WyKpTd4nv3TXEhj,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 06:52:27 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
kKE7EadYH9o4A4njy,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 07:42:09 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
5fPC88QG3575T6trx,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 07:52:33 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
oAt7vqdLjqZKdArcK,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 07:54:38 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
bHMMsc7Z6ZFfNpxnE,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 08:06:08 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
cokLgrDcneJXvjkJa,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 08:39:26 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
hSqsGgKevZsJ9W6aG,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 08:41:31 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
Yj3CvuCivYqdz9Rpi,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 08:53:46 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
RJ7FpPSaa82K4LbGn,How do you currently discover and learn about R packages?,CRAN Task Views,cQBtqWtyY7yyMyS4m,1,227.00,Tue Mar 21 2017 09:27:52 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
